,Ticker,datetime,FnO,Volume,Open,High,Low,Close,ema5,Long_Call_Entry,Long Call Entry Point,Short_Put_Entry,Short Put Entry Point,Call Or Put Status,Rounded Value
57,NIFTY-I.NFO,2022-01-03 14:00:00,F,149850,17639.7,17650.0,17638.25,17641.25,17635.215588689818,,,,,Buy Call,17600
58,NIFTY-I.NFO,2022-01-03 14:05:00,F,79650,17642.0,17656.95,17638.7,17655.0,17641.81039246015,,,,,Buy Call,17700
59,NIFTY-I.NFO,2022-01-03 14:10:00,F,93050,17654.45,17664.5,17654.1,17660.25,17647.956928306932,,,,,Buy Call,17700
60,NIFTY-I.NFO,2022-01-03 14:15:00,F,82750,17660.25,17669.65,17655.1,17669.65,17655.187952204753,,,,,Buy Call,17700
61,NIFTY-I.NFO,2022-01-03 14:20:00,F,146900,17666.45,17675.9,17666.0,17672.15,17660.84196813657,,,,,Buy Call,17700
62,NIFTY-I.NFO,2022-01-03 14:25:00,F,96350,17672.5,17678.8,17670.15,17673.05,17664.91131209108,,,,,Buy Call,17700
63,NIFTY-I.NFO,2022-01-03 14:30:00,F,130050,17671.0,17688.15,17662.5,17683.0,17670.94087472742,,,,,Buy Call,17700
64,NIFTY-I.NFO,2022-01-03 14:35:00,F,158500,17682.0,17690.45,17672.95,17677.0,17672.960583151624,,,,,Buy Call,17700
65,NIFTY-I.NFO,2022-01-03 14:40:00,F,63750,17679.0,17688.3,17675.95,17684.0,17676.64038876776,,,,,Buy Call,17700
66,NIFTY-I.NFO,2022-01-03 14:45:00,F,131700,17684.0,17688.0,17660.05,17662.2,17671.826925845166,,,,,Buy Put,17700
67,NIFTY-I.NFO,2022-01-03 14:50:00,F,113200,17662.15,17673.95,17658.0,17666.1,17669.917950563442,,,,,Buy Put,17700
68,NIFTY-I.NFO,2022-01-03 14:55:00,F,67850,17664.35,17675.0,17661.1,17664.5,17668.111967042292,,,,,Buy Put,17700
69,NIFTY-I.NFO,2022-01-03 15:00:00,F,300550,17664.5,17680.0,17656.0,17675.15,17670.457978028197,,,,,Buy Call,17700
70,NIFTY-I.NFO,2022-01-03 15:05:00,F,176550,17675.1,17678.1,17670.0,17675.35,17672.088652018796,,,,,Buy Call,17700
71,NIFTY-I.NFO,2022-01-03 15:10:00,F,190050,17675.2,17679.2,17670.0,17677.2,17673.7924346792,,,,,Buy Call,17700
72,NIFTY-I.NFO,2022-01-03 15:15:00,F,214700,17675.05,17686.45,17671.0,17685.0,17677.528289786133,,,,,Buy Call,17700
73,NIFTY-I.NFO,2022-01-03 15:20:00,F,284500,17685.0,17688.75,17674.15,17681.9,17678.985526524088,,,,,Buy Call,17700
74,NIFTY-I.NFO,2022-01-03 15:25:00,F,347950,17682.0,17692.15,17676.55,17690.0,17682.657017682726,,,,,Buy Call,17700
75,NIFTY-I.NFO,2022-01-03 15:30:00,F,250,17692.1,17692.1,17692.1,17692.1,17685.80467845515,,,,,Buy Call,17700
